date,report_org_code,org_code,activity,activity_short,state,township,beneficiaries,unique_beneficiaries
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Mrauk-U,882,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Mrauk-U,551,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Mrauk-U,92,Yes
01/01/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Rakhine,Myebon,212,Yes
01/01/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Rakhine,Myebon,2841,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Myebon,329,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Myebon,1126,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Pauktaw,104,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Ponnagyun,51,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Ponnagyun,62,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Ponnagyun,812,Yes
01/01/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Rakhine,Rathedaung,1830,Yes
01/01/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Rakhine,Rathedaung,2741,Yes
01/01/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,2175,Yes
01/01/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,15175,Yes
01/01/2021,org_2690,org_5604,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,366,Yes
01/01/2021,org_2690,org_5604,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,2284,No (beneficiary is also receiving other assistant)
01/01/2021,org_2690,org_5604,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,10449,Yes
01/01/2021,org_2690,org_5604,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,3541,No (beneficiary is also receiving other assistant)
01/01/2021,org_2690,org_5604,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,3649,No (beneficiary is also receiving other assistant)
01/01/2021,org_2690,org_5604,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,2712,No (beneficiary is also receiving other assistant)
01/01/2021,org_2690,org_3280,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,4270,No (beneficiary is also receiving other assistant)
01/01/2021,org_2690,org_3280,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,4334,No (beneficiary is also receiving other assistant)
01/01/2021,org_2690,org_3280,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,21137,Yes
01/01/2021,org_2690,org_3280,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,3445,Yes
01/01/2021,org_2690,org_3280,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,2496,Yes
01/01/2021,org_2690,org_3280,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,1975,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,125,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,108,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,359,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,229,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,100,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,238,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,21,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,67,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,37,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,70,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,100,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,363,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,171,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,100,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,92,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,171,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,192,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,33,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,108,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,104,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,141,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,145,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,133,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,78,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,529,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Rakhine,Sittwe,100,Yes
01/01/2021,org_2690,org_3486,Provide monthly food baskets,food distribution,Rakhine,Buthidaung,2838,Yes
01/01/2021,org_2690,org_3486,Provide monthly food baskets,food distribution,Rakhine,Buthidaung,3064,Yes
01/01/2021,org_2690,org_3486,Provide monthly food baskets,food distribution,Rakhine,Buthidaung,2156,Yes
01/01/2021,org_2690,org_3486,Provide monthly food baskets,food distribution,Rakhine,Buthidaung,7590,Yes
01/01/2021,org_2690,org_3486,Provide monthly food baskets,food distribution,Rakhine,Maungdaw,2195,Yes
01/01/2021,org_2690,org_3486,Provide monthly food baskets,food distribution,Rakhine,Maungdaw,6157,Yes
01/01/2021,org_2690,org_3486,Provide monthly food baskets,food distribution,Rakhine,Maungdaw,1930,Yes
01/01/2021,org_2690,org_3486,Provide monthly food baskets,food distribution,Rakhine,Maungdaw,4517,Yes
01/01/2021,org_2690,org_3486,Provide monthly food baskets,food distribution,Rakhine,Maungdaw,4045,Yes
01/01/2021,org_2690,org_3486,Provide monthly food baskets,food distribution,Rakhine,Maungdaw,4938,Yes
01/01/2021,org_2690,org_3486,Provide monthly food baskets,food distribution,Rakhine,Maungdaw,4325,Yes
01/01/2021,org_2690,org_3486,Provide monthly food baskets,food distribution,Rakhine,Maungdaw,8081,Yes
01/01/2021,org_2690,org_8004,Provide monthly food baskets,food distribution,Rakhine,Buthidaung,1266,Yes
01/01/2021,org_2690,org_8004,Provide monthly food baskets,food distribution,Rakhine,Buthidaung,216,Yes
01/01/2021,org_2690,org_8004,Provide monthly food baskets,food distribution,Rakhine,Buthidaung,47,Yes
01/01/2021,org_2690,org_8004,Provide monthly food baskets,food distribution,Rakhine,Buthidaung,2836,Yes
01/01/2021,org_2690,org_8004,Provide monthly food baskets,food distribution,Rakhine,Buthidaung,4343,Yes
01/01/2021,org_2690,org_8004,Provide monthly food baskets,food distribution,Rakhine,Buthidaung,5068,Yes
01/01/2021,org_2690,org_8004,Provide monthly food baskets,food distribution,Rakhine,Buthidaung,1567,Yes
01/01/2021,org_2690,org_8004,Provide monthly food baskets,food distribution,Rakhine,Buthidaung,226,Yes
01/01/2021,org_2690,org_8004,Provide monthly food baskets,food distribution,Rakhine,Buthidaung,5066,Yes
01/01/2021,org_2690,org_8004,Provide monthly food baskets,food distribution,Rakhine,Buthidaung,2498,Yes
01/01/2021,org_2690,org_8004,Provide monthly food baskets,food distribution,Rakhine,Buthidaung,8064,Yes
01/01/2021,org_2690,org_5677,Provide monthly food baskets,food distribution,Rakhine,Buthidaung,1375,Yes
01/01/2021,org_2690,org_5677,Provide monthly food baskets,food distribution,Rakhine,Buthidaung,2585,Yes
01/01/2021,org_2690,org_5677,Provide monthly food baskets,food distribution,Rakhine,Buthidaung,617,Yes
01/01/2021,org_2690,org_5677,Provide monthly food baskets,food distribution,Rakhine,Buthidaung,787,Yes
01/01/2021,org_2690,org_5677,Provide monthly food baskets,food distribution,Rakhine,Buthidaung,337,Yes
01/01/2021,org_2690,org_5677,Provide monthly food baskets,food distribution,Rakhine,Buthidaung,442,Yes
01/01/2021,org_2690,org_5677,Provide monthly food baskets,food distribution,Rakhine,Buthidaung,710,Yes
01/01/2021,org_2690,org_5677,Provide monthly food baskets,food distribution,Rakhine,Buthidaung,1081,Yes
01/01/2021,org_2690,org_5677,Provide monthly food baskets,food distribution,Rakhine,Buthidaung,261,Yes
01/01/2021,org_2690,org_5677,Provide monthly food baskets,food distribution,Rakhine,Maungdaw,137,Yes
01/01/2021,org_2690,org_5677,Provide monthly food baskets,food distribution,Rakhine,Maungdaw,387,Yes
01/01/2021,org_2690,org_5677,Provide monthly food baskets,food distribution,Rakhine,Maungdaw,621,Yes
01/01/2021,org_2690,org_5677,Provide monthly food baskets,food distribution,Rakhine,Maungdaw,261,Yes
01/01/2021,org_2690,org_5677,Provide monthly food baskets,food distribution,Rakhine,Maungdaw,1093,Yes
01/01/2021,org_2690,org_5677,Provide monthly food baskets,food distribution,Rakhine,Maungdaw,301,Yes
01/01/2021,org_2690,org_5677,Provide monthly food baskets,food distribution,Rakhine,Maungdaw,762,Yes
01/01/2021,org_2690,org_5677,Provide monthly food baskets,food distribution,Rakhine,Maungdaw,658,Yes
01/01/2021,org_2690,org_5677,Provide monthly food baskets,food distribution,Rakhine,Maungdaw,1754,Yes
01/01/2021,org_2690,org_5677,Provide monthly food baskets,food distribution,Rakhine,Maungdaw,839,Yes
01/01/2021,org_2690,org_5677,Provide monthly food baskets,food distribution,Rakhine,Maungdaw,366,Yes
01/01/2021,org_2690,org_5677,Provide monthly food baskets,food distribution,Rakhine,Maungdaw,208,Yes
01/01/2021,org_2690,org_5677,Provide monthly food baskets,food distribution,Rakhine,Maungdaw,228,Yes
01/01/2021,org_2690,org_5677,Provide monthly food baskets,food distribution,Rakhine,Maungdaw,716,Yes
01/01/2021,org_2690,org_5677,Provide monthly food baskets,food distribution,Rakhine,Maungdaw,325,Yes
01/01/2021,org_2690,org_5677,Provide monthly food baskets,food distribution,Rakhine,Maungdaw,579,Yes
01/01/2021,org_2690,org_5677,Provide monthly food baskets,food distribution,Rakhine,Maungdaw,260,Yes
01/01/2021,org_2690,org_5677,Provide monthly food baskets,food distribution,Rakhine,Maungdaw,500,Yes
01/01/2021,org_2690,org_6130,Provide monthly food baskets,food distribution,Shan (North),Laukkaing,85,Yes
01/01/2021,org_2690,org_6130,Provide monthly cash-based transfers,food distribution,Shan (North),Namhkan,282,Yes
01/01/2021,org_2690,org_6130,Provide monthly cash-based transfers,food distribution,Shan (North),Namhkan,344,Yes
01/01/2021,org_2690,org_6130,Provide monthly cash-based transfers,food distribution,Shan (North),Namhkan,323,Yes
01/01/2021,org_2690,org_6130,Provide monthly cash-based transfers,food distribution,Shan (North),Namhkan,101,Yes
01/01/2021,org_2690,org_6130,Provide monthly cash-based transfers,food distribution,Shan (North),Namhkan,196,Yes
01/01/2021,org_2690,org_6130,Provide monthly cash-based transfers,food distribution,Shan (North),Manton,107,Yes
01/01/2021,org_2690,org_6130,Provide monthly cash-based transfers,food distribution,Shan (North),Manton,136,Yes
01/01/2021,org_2690,org_6130,Provide monthly cash-based transfers,food distribution,Shan (North),Namtu,255,Yes
01/01/2021,org_2690,org_6130,Provide monthly cash-based transfers,food distribution,Shan (North),Namtu,115,Yes
01/01/2021,org_2690,org_6130,Provide monthly food baskets,food distribution,Shan (North),Konkyan,2005,Yes
01/01/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Shan (North),Kutkai,274,Yes
01/01/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Shan (North),Kutkai,158,Yes
01/01/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Shan (North),Kutkai,242,Yes
01/01/2021,org_2690,org_8004,Provide monthly cash-based transfers,food distribution,Shan (North),Kutkai,130,Yes
01/01/2021,org_2690,org_8004,Provide monthly food baskets,food distribution,Shan (North),Laukkaing,800,Yes
01/01/2021,org_2690,org_2690,Provide monthly cash-based transfers,food distribution,Shan (North),Namtu,123,Yes
01/01/2021,org_2690,org_2690,Provide monthly food baskets,food distribution,Shan (North),Namtu,39,Yes
01/01/2021,org_2690,org_2690,Provide monthly food baskets,food distribution,Shan (North),Namtu,249,Yes
01/01/2021,org_2690,org_2690,Provide monthly food baskets,food distribution,Shan (North),Namtu,509,Yes
01/01/2021,org_2690,org_2690,Provide monthly food baskets,food distribution,Shan (North),Namtu,182,Yes
01/01/2021,org_2690,org_2690,Provide monthly food baskets,food distribution,Shan (North),Namtu,181,Yes
01/01/2021,org_2690,org_2690,Provide monthly food baskets,food distribution,Shan (North),Kyaukme,385,Yes
01/01/2021,org_2690,org_2690,Provide monthly food baskets,food distribution,Shan (North),Kyaukme,251,Yes
01/01/2021,org_2690,org_2690,Provide monthly food baskets,food distribution,Shan (North),Kyaukme,86,Yes
01/01/2021,org_2690,org_2690,Provide monthly food baskets,food distribution,Shan (North),Kyaukme,56,Yes
01/01/2021,org_2690,org_2690,Provide monthly food baskets,food distribution,Shan (North),Namtu,42,Yes
01/01/2021,org_2690,org_2690,Provide monthly food baskets,food distribution,Shan (North),Namtu,606,Yes
01/01/2021,org_2690,org_2690,Provide monthly food baskets,food distribution,Shan (North),Laukkaing,1072,Yes
01/01/2021,org_2690,org_2690,Provide monthly food baskets,food distribution,Shan (North),Laukkaing,477,Yes
01/01/2021,org_2690,org_2690,Provide monthly food baskets,food distribution,Shan (North),Konkyan,1019,Yes
01/01/2021,org_2690,org_2690,Provide monthly food baskets,food distribution,Shan (North),Konkyan,4173,Yes
01/01/2021,org_2825,org_7286,Provide technical training,vocational training,Yangon,Shwepyithar,50,Yes
01/01/2021,org_2825,org_7286,Provide technical training,vocational training,Yangon,Shwepyithar,48,Yes
01/01/2021,org_2825,org_1906,Provide technical training,vocational training,Yangon,Shwepyithar,40,Yes
01/01/2021,org_2825,org_1906,Provide technical training,vocational training,Yangon,Shwepyithar,35,Yes
01/02/2021,org_2690,org_5034,Provide monthly food baskets,food distribution,Chin,Paletwa,8665,No (beneficiary is also receiving other assistant)
01/02/2021,org_2690,org_8777,Provide monthly food baskets,food distribution,Chin,Paletwa,859,No (beneficiary is also receiving other assistant)
01/02/2021,org_9632,org_9632,Provide technical training,vocational training,Kachin,Bhamo,2,No (beneficiary is also receiving other assistant)
01/02/2021,org_9632,org_9632,Provide technical training,vocational training,Kachin,Momauk,2,No (beneficiary is also receiving other assistant)
01/02/2021,org_9632,org_9632,Provide technical training,vocational training,Kachin,Momauk,6,No (beneficiary is also receiving other assistant)
01/02/2021,org_2625,org_8698,Provide support for income generation,IGA and small grants,Kachin,Injangyang,23,Yes
01/02/2021,org_2625,org_8698,Provide support for income generation,IGA and small grants,Kachin,Injangyang,32,Yes
01/02/2021,org_2625,org_8698,Provide support for income generation,IGA and small grants,Kachin,Mogaung,21,Yes
01/02/2021,org_2625,org_8698,Provide support for income generation,IGA and small grants,Kachin,Myitkyina,94,Yes
01/02/2021,org_2625,org_8698,Provide support for income generation,IGA and small grants,Kachin,Waingmaw,41,Yes
01/02/2021,org_2625,org_8698,Provide support for income generation,IGA and small grants,Kachin,Waingmaw,9,Yes
01/02/2021,org_2441,org_2441,Provide monthly food baskets,food distribution,Kachin,Sumprabum,322,Yes
01/02/2021,org_2441,org_2441,Provide monthly food baskets,food distribution,Kachin,Sumprabum,527,Yes
01/02/2021,org_2690,org_6130,Provide monthly cash-based transfers,food distribution,Kachin,Myitkyina,81,No (beneficiary is also receiving other assistant)
01/02/2021,org_2690,org_6130,Provide monthly cash-based transfers,food distribution,Kachin,Myitkyina,134,No (beneficiary is also receiving other assistant)
